estado	municipio	parroquia	centro	cod_centro	votosGPP2017	votosMUD2017	votosOTHER2017	votantesx2017	nulos2017	no_sustituidos_sum2017	reubicado_g2017	turnout2017	abstention2017	MUDshare2017	validos2017	votantes2015	abstencion2015	turnout2015	MUDshare2015	MUDshare2013	MCMshare2012
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA INDIGENA BOLIVARIANA SAN BERNANDINO"	"020302039"	139	92	3	524	0	0	0	.4465649	.5534351	.5940171	234	277	.4773585	.5226415	.4311594	.3218997	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA GENERAL  JOSÃ ANTONIO PÃEZ"	"020302040"	1554	694	33	3445	3	0	0	.6629899	.3370101	.6812801	2281	2440	.2551893	.7448107	.4377208	.3813559	.020202
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA BOLIVARIANA MESONES"	"020302041"	1501	1250	41	4309	7	0	0	.6495706	.3504294	.5376074	2792	3169	.2631946	.7368054	.557377	.4689797	.0246914
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA LOS ALEROS"	"020302042"	549	348	12	1403	2	0	0	.6493229	.3506771	.6039604	909	1018	.2707736	.7292264	.49389	.4182741	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA BOLIVARIANA PARACACUAL NUMERO 24- 41"	"020302043"	188	92	1	523	0	0	0	.5372849	.4627151	.6690391	281	338	.3524904	.6475096	.446875	.3925501	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA RIO NEVERI"	"020302044"	159	912	8	1564	0	0	0	.6898977	.3101023	.1473587	1079	1335	.1302932	.8697069	.8474576	.7912973	.0483871
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO EDUCACION INICIAL PROFESOR JESUS RAFAEL VALLADARES"	"020302045"	298	151	4	637	0	0	0	.711146	.288854	.6578366	453	513	.1882911	.8117089	.453629	.4196429	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA BASICA ESTADAL NEGRO PRIMERO MAYORQUIN III"	"020302046"	665	221	16	1383	0	0	0	.6522053	.3477947	.7372506	902	1004	.248503	.751497	.3536977	.2581633	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA  PUENTE AYALA"	"020302047"	676	455	18	1870	7	0	0	.6181818	.3818182	.5883377	1149	1377	.2345748	.7654252	.5273752	.4034043	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA DOCTOR JOSE GIL FORTOUL II ALA IZQUIERDA"	"020302049"	231	248	8	755	1	0	0	.6463576	.3536424	.4743327	487	553	.1795252	.8204747	.5973025	.5630252	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA DE CAPACITACION DE ADULTOS CAMINO NUEVO 1"	"020302050"	77	80	0	218	0	0	0	.7201835	.2798165	.4904459	157	166	.1941748	.8058252	.58125	.5734265	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO EDUCACIONAL INICIAL LYA IMBER DE CORONIL"	"020302051"	238	192	4	582	2	0	0	.7491409	.2508591	.5483871	434	479	.169844	.830156	.5966387	.4988914	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA DOCTOR EDGAR CALATRAVA GAGO"	"020302053"	201	1254	18	2414	2	0	0	.6110191	.3889809	.1364562	1473	1911	.2090232	.7909768	.8656	.8227665	.0458652
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA BASICA SIMON BOLIVAR"	"020302054"	393	126	12	732	0	0	0	.7254099	.2745901	.740113	531	588	.1878453	.8121547	.4014085	.3326613	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE EDUCACION  INICIAL FELICIDAD MATA DE GOMEZ"	"020302055"	432	173	10	924	0	0	0	.6655844	.3344156	.702439	615	719	.2218615	.7781385	.4026354	.3350877	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA DE CAPACITACION PARA ADULTOS QUINTINA MENESES DE MOYA"	"020302056"	419	170	7	848	0	0	0	.7028302	.2971698	.7030202	596	659	.2107784	.7892215	.4412698	.3788927	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA NUESTRA SEÃORA DE COROMOTO"	"020302057"	187	148	8	466	0	0	0	.7360515	.2639485	.5451895	343	366	.1775281	.8224719	.5069252	.4895833	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE EDUCACION INICIAL LA PONDEROSA"	"020302058"	435	180	6	950	2	0	0	.6557895	.3442105	.7004831	621	698	.2558635	.7441365	.4698609	.4057508	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA RURAL CECILIO ACOSTA"	"020302059"	462	286	3	1038	2	0	0	.7254335	.2745665	.6151798	751	789	.2272282	.7727718	.5386667	.4675497	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"LICEO BOLIVARIANO MIGUEL OTERO SILVA"	"020302060"	2126	854	52	5005	6	0	0	.606993	.393007	.7011873	3032	3505	.2844018	.7155982	.4335189	.3144836	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE EDUCACION INICIAL DIVINO NIÃO"	"020302061"	503	239	11	1031	1	0	0	.7313288	.2686712	.6679947	753	881	.1233831	.8766169	.3959811	.3205342	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"COMPLEJO EDUCATIVA BICENTENARIO 19 DE ABRIL DE 1810 SANTA BARBARA"	"020302062"	150	42	1	287	0	0	0	.6724738	.3275262	.7772021	193	226	.162963	.837037	.2610838	.1746988	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"LICEO BOLIVARIANO MESONES"	"020302063"	282	105	3	596	1	0	0	.6560403	.3439597	.7230769	390	448	.2195122	.7804878	.3986014	.363354	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"LICEO BOLIVARIANO JUAN MANUEL CAJIGAL"	"020302064"	231	684	17	1608	1	0	0	.5802239	.4197761	.2478541	932	1224	.172973	.827027	.7974895	.7168894	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA DE ARTES PLASTICAS ARMANDO REVERON"	"020302065"	133	231	5	505	1	0	0	.7326733	.2673267	.3604336	369	427	.1267894	.8732107	.6563246	.6143791	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA BOLIVARIANA CAMPO ALEGRE NUCLEO ESCOLAR RURAL  371"	"020302066"	96	26	0	179	0	0	0	.6815643	.3184357	.7868853	122	140	.2045455	.7954546	.3629032	.3169014	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA BOLIVARIANA LA ESPERANZA"	"020302067"	65	23	2	139	0	0	0	.647482	.352518	.7222222	90	116	.1594203	.8405797	.2035398	.1916667	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA CACIQUE CAYAURIMA"	"020302068"	235	62	5	433	1	0	0	.6997691	.3002309	.7781457	302	333	.239726	.760274	.3732394	.3333333	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA BASICA LA ORQUIDEA"	"020302069"	998	316	11	1956	5	0	0	.6799591	.3200409	.7532076	1325	1473	.2391529	.7608471	.4092579	.3449965	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE EDUCACION INICIAL POETA EDUARDO SIFONTES"	"020302070"	708	584	11	1928	1	0	0	.6763486	.3236514	.5433615	1303	1525	.2077922	.7922078	.5510345	.4993557	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"UNIDAD EDUCATIVA INSTITUTO CREATIVO"	"020302071"	158	504	2	1018	2	0	0	.654224	.345776	.2379518	664	809	.1958251	.804175	.7941919	.750303	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA BOLIVARIANA LAS MARGARITAS DE VUELTA AL CARO"	"020302073"	74	10	0	116	0	0	0	.7241379	.2758621	.8809524	84	98	.1478261	.8521739	.2222222		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"ESCUELA NACIONAL ILUSTRE SIMON BOLIVAR"	"020302075"	362	108	4	702	1	0	0	.6766382	.3233618	.7637131	474	548	.2248939	.7751061	.3696099		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE VOTACION PONDEROSA SECTOR LA CANCHA"	"020302076"	81	9	1	118	1	0	0	.779661	.220339	.8901099	91	102	.0973451	.9026549	.1666667		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE VOTACION SECTOR MADRE VIEJA LA ADUANA"	"020302077"	197	19	4	266	1	0	0	.8308271	.1691729	.8954545	220	243	.0689655	.9310345	.1861472		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"BASE DE MISIONES VINEDO SECTOR LOS UNIDOS"	"020302078"	88	28	1	155	0	0	0	.7548387	.2451613	.7521368	117	126	.1428571	.8571429	.3603604		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE VOTACION LA ORQUIDEA SECTOR 5"	"020302079"	90	20	1	151	0	0	0	.7350993	.2649007	.8108108	111	119	.1376812	.8623189	.2909091		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE VOTACION LOS POTOCOS SECTOR III"	"020302081"	126	28	3	188	0	0	0	.8351064	.1648936	.8025478	157	171	.0604396	.9395604	.2831325		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE VOTACION MAYORQUIN III"	"020302082"	90	18	0	174	0	0	0	.6206896	.3793104	.8333333	108	142	.1234568	.8765432	.1956522		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"BASE DE MISIONES VINEDO SECTOR LA VICTORIA"	"020302083"	124	14	5	198	1	0	0	.7272727	.2727273	.8671328	143	156	.1789474	.8210526	.3006993		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE VOTACION LA ORQUIDEA SECTOR 2 Y6"	"020302084"	152	37	2	275	1	0	0	.6981818	.3018182	.7958115	191	214	.1800766	.8199234	.352657		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE VOTACION CANO SALAO"	"020302085"	116	30	1	212	0	0	0	.6933962	.3066038	.7891157	147	177	.1407767	.8592233	.3352941		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE VOTACION SANTA BARBARA SECTOR SAN CELESTINO"	"020302086"	69	15	4	133	0	0	0	.6616541	.3383459	.7840909	88	121	.1102941	.8897059	.2608696		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"BASE DE MISIONES 8 DE NOVIEMBRE EL VINEDO"	"020302087"	80	8	2	131	0	0	0	.6870229	.3129771	.8888889	90	90	.296875	.703125	.2954545		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. SAN CRISTOBAL"	"CENTRO DE VOTACION SECTOR PURA SANGRE DE CHAVEZ VINEDO"	"020302088"	244	33	0	389	0	0	0	.7120823	.2879177	.8808664	277	319	.1714286	.8285714	.2207358		
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. BERGANTIN"	"ESCUELA NACIONAL  NICOLAS LAREZ"	"020303001"	602	551	13	2260	2	0	0	.5168142	.4831858	.516295	1166	1415	.3755516	.6244484	.4853273	.4140127	.0027624
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. BERGANTIN"	"LICEO NACIONAL CREACIÃN BERGANTÃN"	"020303002"	317	227	1	1149	0	0	0	.4743255	.5256745	.5816514	545	676	.4167386	.5832614	.4366197	.3349938	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. BERGANTIN"	"ESCUELA ESTADAL UNITARIA NUMERO 284 CERRO NEGRO"	"020303003"	31	18	1	118	0	0	0	.4237288	.5762712	.62	50	60	.4915254	.5084746	.3181818	.1125	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. BERGANTIN"	"NUCLEO ESCOLAR RURAL 594 EL ZAMURO"	"020303004"	36	9	0	102	0	0	0	.4411765	.5588235	.8	45	53	.4952381	.5047619	.2307692	.14	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. CAIGUA"	"ESCUELA BÃSICA ANTONIO JOSE MATA MEDINA"	"020304001"	1117	616	25	2869	8	0	0	.6155455	.3844545	.6353811	1758	2069	.2717353	.7282647	.4834025	.4284333	.0148148
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. CAIGUA"	"ESCUELA BOLIVARIANA PANAMAYAL"	"020304002"	567	153	7	1089	9	0	0	.6758494	.3241506	.7799175	727	779	.265787	.734213	.3564494	.2943305	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. CAIGUA"	"ESCUELA BOLIVARIANA NACIONAL SAN JOSE DE CAIGUA NER 182"	"020304003"	93	64	4	320	0	0	0	.503125	.496875	.5776398	161	192	.3904762	.6095238	.6402116	.4195122	
"EDO. ANZOATEGUI"	"MP. BOLIVAR"	"PQ. EL PILAR"	"ESCUELA BOLIVARIANA DOCTOR PEDRO GARRON NUÃEZ"	"020305001"	738	415	7	1702	1	0	0	.6821387	.3178613	.6362069	1160	923	.4499404	.5500596	.4575688	.4208	0
